luxury_id,ymd,price
11,2022-06-12,15400000
11,2022-06-13,15480000
11,2022-06-14,15480000
11,2022-06-15,15550000
11,2022-06-16,15550000
11,2022-06-17,15550000
11,2022-06-18,15550000
11,2022-06-19,15550000
11,2022-06-20,15550000
11,2022-06-21,15300000
11,2022-06-22,15300000
11,2022-06-23,15500000
11,2022-06-24,15500000
11,2022-06-25,15700000
11,2022-06-26,15700000
11,2022-06-27,15700000
11,2022-06-28,15700000
11,2022-06-29,15500000
11,2022-06-30,15500000
11,2022-07-01,15500000
11,2022-07-02,15700000
11,2022-07-03,15700000
11,2022-07-04,15550000
11,2022-07-05,15600000
11,2022-07-06,15620000
11,2022-07-07,15600000
11,2022-07-08,15600000
11,2022-07-09,15600000
11,2022-07-10,15550000
11,2022-07-11,15500000
11,2022-07-12,15210000
11,2022-07-13,15210000
11,2022-07-14,15460000
11,2022-07-15,15460000
11,2022-07-16,15460000
11,2022-07-17,15235000
11,2022-07-18,15500000
11,2022-07-19,15500000
11,2022-07-20,15500000
11,2022-07-21,15500000
11,2022-07-22,15260000
11,2022-07-23,15260000
11,2022-07-24,15260000
11,2022-07-25,15250000
11,2022-07-26,15400000
11,2022-07-27,15400000
11,2022-07-28,15490000
11,2022-07-29,15490000
11,2022-07-30,15490000
11,2022-07-31,15490000
11,2022-08-01,15490000
11,2022-08-02,15600000
11,2022-08-03,15600000
11,2022-08-04,15580000
11,2022-08-05,15201000
11,2022-08-06,15201000
11,2022-08-07,15201000
11,2022-08-08,15201000
11,2022-08-09,15650000
11,2022-08-10,15650000
11,2022-08-11,15650000
11,2022-08-12,15650000
11,2022-08-13,15400000
11,2022-08-14,15400000
11,2022-08-15,15830000
11,2022-08-16,15830000
11,2022-08-17,15700000
11,2022-08-18,15700000
11,2022-08-19,15700000
11,2022-08-20,15700000
11,2022-08-21,15700000
11,2022-08-22,15450000
11,2022-08-23,15840000
11,2022-08-24,15580000
11,2022-08-25,15580000
11,2022-08-26,15580000
11,2022-08-27,15580000
11,2022-08-28,15580000
11,2022-08-29,15580000
11,2022-08-30,15580000
11,2022-08-31,15600000
11,2022-09-01,15611000
11,2022-09-02,15610000
11,2022-09-03,15649000
11,2022-09-04,15649000
11,2022-09-05,15649000
11,2022-09-06,15649000
11,2022-09-07,15649000
11,2022-09-08,15649000
11,2022-09-09,15649000
11,2022-09-10,15700000
11,2022-09-11,15700000
11,2022-09-12,15650000
11,2022-09-13,15650000
11,2022-09-14,15650000
11,2022-09-15,15750000
11,2022-09-16,15650000
11,2022-09-17,15759000
11,2022-09-18,15759000
11,2022-09-19,15890000
11,2022-09-20,15850000
11,2022-09-21,15850000
11,2022-09-22,15850000
11,2022-09-23,15850000
11,2022-09-24,15850000
11,2022-09-25,15850000
11,2022-09-26,15990000
11,2022-09-27,15990000
11,2022-09-28,15990000
11,2022-09-29,16600000
11,2022-09-30,16600000
11,2022-10-01,16600000
11,2022-10-02,16600000
11,2022-10-03,16600000
11,2022-10-04,16600000
11,2022-10-05,16600000
11,2022-10-06,16600000
11,2022-10-07,16600000
11,2022-10-08,15500000
11,2022-10-09,15500000
11,2022-10-10,15740000
11,2022-10-11,15740000
11,2022-10-12,15740000
11,2022-10-13,15740000
11,2022-10-14,15740000
11,2022-10-15,15750000
11,2022-10-16,15750000
11,2022-10-17,15750000
11,2022-10-18,15000000
11,2022-10-19,15850000
11,2022-10-20,15300000
11,2022-10-21,15300000
11,2022-10-22,15300000
11,2022-10-23,15300000
11,2022-10-24,15105000
11,2022-10-25,15105000
11,2022-10-26,15500000
11,2022-10-27,15300000
11,2022-10-28,15300000
11,2022-10-29,15300000
11,2022-10-30,15201000
11,2022-10-31,15100000
11,2022-11-01,15200000
11,2022-11-02,15400000
11,2022-11-03,15420000
11,2022-11-04,15420000
11,2022-11-05,15300000
11,2022-11-06,15500000
11,2022-11-07,15650000
11,2022-11-08,15400000
11,2022-11-09,15400000
11,2022-11-10,15400000
11,2022-11-11,15300000
11,2022-11-12,15300000
11,2022-11-13,15300000
11,2022-11-14,15300000
11,2022-11-15,15300000
11,2022-11-16,15950000
11,2022-11-17,14940000
11,2022-11-18,14940000
11,2022-11-19,15500000
11,2022-11-20,15500000
11,2022-11-21,15650000
11,2022-11-22,15680000
11,2022-11-23,15680000
11,2022-11-24,14900000
11,2022-11-25,14900000
11,2022-11-26,14900000
11,2022-11-27,15480000
11,2022-11-28,15480000
11,2022-11-29,15480000
11,2022-11-30,15480000
11,2022-12-01,14800000
11,2022-12-02,15000000
11,2022-12-03,15000000
11,2022-12-04,14980000
11,2022-12-05,14980000
11,2022-12-06,14980000
11,2022-12-07,14900000
11,2022-12-08,14900000
11,2022-12-09,14900000
11,2022-12-10,14400000
11,2022-12-11,14400000
11,2022-12-12,14200000
11,2022-12-13,14200000
11,2022-12-14,14500000
11,2022-12-15,14389000
11,2022-12-16,14290000
11,2022-12-17,14290000
11,2022-12-18,14000000
11,2022-12-19,14000000
11,2022-12-20,14200000
11,2022-12-21,14490000
11,2022-12-22,14490000
11,2022-12-23,14490000
11,2022-12-24,14490000
11,2022-12-25,14200000
11,2022-12-26,14200000
11,2022-12-27,14290000
11,2022-12-28,14200000
11,2022-12-29,14200000
11,2022-12-30,14200000
11,2022-12-31,14500000
11,2023-01-01,14499000
11,2023-01-02,14499000
11,2023-01-03,14680000
11,2023-01-04,14680000
11,2023-01-05,14150000
11,2023-01-06,14400000
11,2023-01-07,14400000
11,2023-01-08,14400000
11,2023-01-09,14400000
11,2023-01-10,14430000
11,2023-01-11,14430000
11,2023-01-12,14430000
11,2023-01-13,13910000
11,2023-01-14,13690000
11,2023-01-15,14190000
11,2023-01-16,14200000
11,2023-01-17,14190000
11,2023-01-18,14190000
11,2023-01-19,14100000
11,2023-01-20,14100000
11,2023-01-21,14000000
11,2023-01-22,14000000
11,2023-01-23,14000000
11,2023-01-24,14120000
11,2023-01-25,13990000
11,2023-01-26,14000000
11,2023-01-27,13930000
11,2023-01-28,13950000
11,2023-01-29,14120000
11,2023-01-30,14500000
11,2023-01-31,14500000
11,2023-02-01,14090000
11,2023-02-02,13999000
11,2023-02-03,13790000
11,2023-02-04,14090000
11,2023-02-05,14090000
11,2023-02-06,13690000
11,2023-02-07,13600000
11,2023-02-08,13600000
11,2023-02-09,13600000
11,2023-02-10,13800000
11,2023-02-11,14400000
11,2023-02-12,14400000
11,2023-02-13,14400000
11,2023-02-14,14400000
11,2023-02-15,14400000
11,2023-02-16,14400000
11,2023-02-17,14400000
11,2023-02-18,14200000
11,2023-02-19,14200000
11,2023-02-20,14200000
11,2023-02-21,14000000
11,2023-02-22,14149000
11,2023-02-23,14400000
11,2023-02-24,14600000
11,2023-02-25,14600000
11,2023-02-26,14600000
11,2023-02-27,14100000
11,2023-02-28,14050000
11,2023-03-01,14000000
11,2023-03-02,14480000
11,2023-03-03,14480000
11,2023-03-04,14480000
11,2023-03-05,14480000
11,2023-03-06,14480000
11,2023-03-07,14480000
11,2023-03-08,14700000
11,2023-03-09,14700000
11,2023-03-10,14700000
11,2023-03-11,14700000
11,2023-03-12,15290000
11,2023-03-13,14790000
11,2023-03-14,14790000
11,2023-03-15,14600000
11,2023-03-16,14940000
11,2023-03-17,14500000
11,2023-03-18,14500000
11,2023-03-19,14500000
11,2023-03-20,14500000
11,2023-03-21,14500000
11,2023-03-22,14500000
11,2023-03-23,14500000
11,2023-03-24,14500000
11,2023-03-25,14500000
11,2023-03-26,14300000
11,2023-03-27,14300000
11,2023-03-28,14300000
11,2023-03-29,14500000
11,2023-03-30,14700000
11,2023-03-31,15450000
11,2023-04-01,15450000
11,2023-04-02,15450000
11,2023-04-03,15450000
11,2023-04-04,15300000
11,2023-04-05,15500000
11,2023-04-06,16190000
11,2023-04-07,16190000
11,2023-04-08,16190000
11,2023-04-09,15500000
11,2023-04-10,15500000
11,2023-04-11,15500000
11,2023-04-12,15500000
11,2023-04-13,15500000
11,2023-04-14,15500000
11,2023-04-15,15500000
11,2023-04-16,15500000
11,2023-04-17,15399000
11,2023-04-18,15399000
11,2023-04-19,15500000
11,2023-04-20,15500000
11,2023-04-21,15500000
11,2023-04-22,15500000
11,2023-04-23,15490000
11,2023-04-24,15560000
11,2023-04-25,15560000
11,2023-04-26,15390000
11,2023-04-27,15490000
11,2023-04-28,15490000
11,2023-04-29,15500000
11,2023-04-30,15450000
11,2023-05-01,15450000
11,2023-05-02,15450000
11,2023-05-03,15450000
11,2023-05-04,15450000
11,2023-05-05,15600000
11,2023-05-06,15600000
11,2023-05-07,15600000
11,2023-05-08,15600000
11,2023-05-09,15500000
11,2023-05-10,15500000
11,2023-05-11,15500000
11,2023-05-12,15500000
11,2023-05-13,15500000
11,2023-05-14,15600000
11,2023-05-15,15200000
11,2023-05-16,15200000
11,2023-05-17,15200000
11,2023-05-18,15200000
11,2023-05-19,15800000
11,2023-05-20,15700000
11,2023-05-21,15900000
11,2023-05-22,15900000
11,2023-05-23,15900000
11,2023-05-24,16000000
11,2023-05-25,16000000
11,2023-05-26,15100000
11,2023-05-27,15100000
11,2023-05-28,15100000
11,2023-05-29,15100000
11,2023-05-30,15100000
11,2023-05-31,15100000
11,2023-06-01,15100000
11,2023-06-02,16500000
11,2023-06-03,15588000
11,2023-06-04,15588000
11,2023-06-05,15588000
11,2023-06-06,15588000
11,2023-06-07,15588000
11,2023-06-08,15588000
11,2023-06-09,16500000
11,2023-06-10,16500000
11,2023-06-11,16500000
11,2023-06-12,15850000
11,2023-06-13,15880000
11,2023-06-14,15900000
11,2023-06-15,15900000
11,2023-06-16,16300000
11,2023-06-17,16180000
11,2023-06-18,16180000
11,2023-06-19,15990000
11,2023-06-20,15990000
11,2023-06-21,15990000
11,2023-06-22,15890000
11,2023-06-23,15900000
11,2023-06-24,15960000
11,2023-06-25,15800000
11,2023-06-26,15600000
11,2023-06-27,15600000
11,2023-06-28,15600000
11,2023-06-29,15300000
11,2023-06-30,15450000
11,2023-07-01,15620000
11,2023-07-02,15750000
11,2023-07-03,15750000
11,2023-07-04,15750000
11,2023-07-05,15750000
11,2023-07-06,15880000
11,2023-07-07,15880000
11,2023-07-08,15880000
11,2023-07-09,15880000
11,2023-07-10,15880000
11,2023-07-11,15500000
11,2023-07-12,15500000
11,2023-07-13,15500000
11,2023-07-14,15500000
11,2023-07-15,15500000
11,2023-07-16,15500000
11,2023-07-17,15500000
11,2023-07-18,15500000
11,2023-07-19,15500000
11,2023-07-20,15500000
11,2023-07-21,15500000
11,2023-07-22,15500000
11,2023-07-23,15500000
11,2023-07-24,15680000
11,2023-07-25,15680000
11,2023-07-26,15680000
11,2023-07-27,15680000
11,2023-07-28,15350000
11,2023-07-29,15350000
11,2023-07-30,15750000
11,2023-07-31,15092000
11,2023-08-01,15730000
11,2023-08-02,15300000
11,2023-08-03,15600000
11,2023-08-04,15490000
11,2023-08-05,15490000
11,2023-08-06,15490000
11,2023-08-07,15600000
11,2023-08-08,15550000
11,2023-08-09,15490000
11,2023-08-10,15480000
11,2023-08-11,15400000
11,2023-08-12,15400000
11,2023-08-13,15400000
11,2023-08-14,15410000
11,2023-08-15,15430000
11,2023-08-16,14850000
11,2023-08-17,14900000
11,2023-08-18,14800000
11,2023-08-19,14795000
11,2023-08-20,14795000
11,2023-08-21,14800000
11,2023-08-22,14800000
11,2023-08-23,14800000
11,2023-08-24,14500000
11,2023-08-25,14500000
11,2023-08-26,14500000
11,2023-08-27,14500000
11,2023-08-28,14500000
11,2023-08-29,14350000
11,2023-08-30,14400000
11,2023-08-31,14400000
11,2023-09-01,14600000
11,2023-09-02,14600000
11,2023-09-03,14680000
11,2023-09-04,14690000
11,2023-09-05,14890000
11,2023-09-06,14890000
11,2023-09-07,14890000
11,2023-09-08,14890000
11,2023-09-09,14949000
11,2023-09-10,14949000
11,2023-09-11,14949000
11,2023-09-12,14900000
11,2023-09-13,14900000
12,2021-11-09,22300000
12,2021-11-10,22300000
12,2021-11-11,22300000
12,2021-11-12,22300000
12,2021-11-13,22300000
12,2021-11-14,22300000
12,2021-11-15,22300000
12,2021-11-16,22800000
12,2021-11-17,22300000
12,2021-11-18,22300000
12,2021-11-19,22300000
12,2021-11-20,22300000
12,2021-11-21,22300000
12,2021-11-22,22300000
12,2021-11-23,22300000
12,2021-11-24,22300000
12,2021-11-25,22300000
12,2021-11-26,22300000
12,2021-11-27,22300000
12,2021-11-28,22300000
12,2021-11-29,22300000
12,2021-11-30,22300000
12,2021-12-01,22300000
12,2021-12-02,22300000
12,2021-12-03,22300000
12,2021-12-04,22300000
12,2021-12-05,22500000
12,2021-12-06,22500000
12,2021-12-07,22500000
12,2021-12-08,22500000
12,2021-12-09,22500000
12,2021-12-10,22500000
12,2021-12-11,22500000
12,2021-12-12,22500000
12,2021-12-13,22500000
12,2021-12-14,22400000
12,2021-12-15,22400000
12,2021-12-16,22500000
12,2021-12-17,22500000
12,2021-12-18,22500000
12,2021-12-19,22500000
12,2021-12-20,22500000
12,2021-12-21,22500000
12,2021-12-22,22500000
12,2021-12-23,22500000
12,2021-12-24,22500000
12,2021-12-25,22500000
12,2021-12-26,22500000
12,2021-12-27,22600000
12,2021-12-28,22600000
12,2021-12-29,22600000
12,2021-12-30,22600000
12,2021-12-31,22600000
12,2022-01-01,22600000
12,2022-01-02,22600000
12,2022-01-03,23500000
12,2022-01-04,23500000
12,2022-01-05,23500000
12,2022-01-06,23500000
12,2022-01-07,23900000
12,2022-01-08,23900000
12,2022-01-09,24300000
12,2022-01-10,24300000
12,2022-01-11,24300000
12,2022-01-12,24300000
12,2022-01-13,24300000
12,2022-01-14,24300000
12,2022-01-15,24200000
12,2022-01-16,24200000
12,2022-01-17,24200000
12,2022-01-18,24200000
12,2022-01-19,24200000
12,2022-01-20,24200000
12,2022-01-21,24200000
12,2022-01-22,24200000
12,2022-01-23,24200000
12,2022-01-24,24200000
12,2022-01-25,24200000
12,2022-01-26,24200000
12,2022-01-27,24200000
12,2022-01-28,24200000
12,2022-01-29,24200000
12,2022-01-30,24200000
12,2022-01-31,24200000
12,2022-02-01,24200000
12,2022-02-02,24200000
12,2022-02-03,24200000
12,2022-02-04,24200000
12,2022-02-05,24200000
12,2022-02-06,24200000
12,2022-02-07,24100000
12,2022-02-08,24100000
12,2022-02-09,24100000
12,2022-02-10,24100000
12,2022-02-11,24100000
12,2022-02-12,24100000
12,2022-02-13,24100000
12,2022-02-14,24100000
12,2022-02-15,24100000
12,2022-02-16,24100000
12,2022-02-17,24100000
12,2022-02-18,24100000
12,2022-02-19,24100000
12,2022-02-20,24100000
12,2022-02-21,24100000
12,2022-02-22,24100000
12,2022-02-23,24100000
12,2022-02-24,24100000
12,2022-02-25,24100000
12,2022-02-26,24100000
12,2022-02-27,24100000
12,2022-02-28,24000000
12,2022-03-01,24000000
12,2022-03-02,24000000
12,2022-03-03,24000000
12,2022-03-04,24000000
12,2022-03-05,24000000
12,2022-03-06,24000000
12,2022-03-07,24300000
12,2022-03-08,24300000
12,2022-03-09,24300000
12,2022-03-10,24300000
12,2022-03-11,24300000
12,2022-03-12,24300000
12,2022-03-13,24300000
12,2022-03-14,24300000
12,2022-03-15,24300000
12,2022-03-16,24300000
12,2022-03-17,24300000
12,2022-03-18,24300000
12,2022-03-19,24300000
12,2022-03-20,24300000
12,2022-03-21,24300000
12,2022-03-22,24300000
12,2022-03-23,24300000
12,2022-03-24,24300000
12,2022-03-25,24250000
12,2022-03-26,24250000
12,2022-03-27,24250000
12,2022-03-28,24250000
12,2022-03-29,24250000
12,2022-03-30,24250000
12,2022-03-31,24250000
12,2022-04-01,24250000
12,2022-04-02,24250000
12,2022-04-03,24250000
12,2022-04-04,24250000
12,2022-04-05,24250000
12,2022-04-06,23650000
12,2022-04-07,23650000
12,2022-04-08,23650000
12,2022-04-09,23650000
12,2022-04-10,24200000
12,2022-04-11,23900000
12,2022-04-12,23900000
12,2022-04-13,23900000
12,2022-04-14,23900000
12,2022-04-15,24000000
12,2022-04-16,24000000
12,2022-04-17,24000000
12,2022-04-18,24000000
12,2022-04-19,24000000
12,2022-04-20,24000000
12,2022-04-21,24000000
12,2022-04-22,24000000
12,2022-04-23,24000000
12,2022-04-24,24000000
12,2022-04-25,24000000
12,2022-04-26,23900000
12,2022-04-27,23900000
12,2022-04-28,23900000
12,2022-04-29,23900000
12,2022-04-30,23450000
12,2022-05-01,23450000
12,2022-05-02,23450000
12,2022-05-03,23450000
12,2022-05-04,23450000
12,2022-05-05,23450000
12,2022-05-06,23450000
12,2022-05-07,23450000
12,2022-05-08,23450000
12,2022-05-09,23450000
12,2022-05-10,23450000
12,2022-05-11,23450000
12,2022-05-12,23450000
12,2022-05-13,22500000
12,2022-05-14,22800000
12,2022-05-15,22800000
12,2022-05-16,22800000
12,2022-05-17,22840000
12,2022-05-18,22840000
12,2022-05-19,22840000
12,2022-05-20,22840000
12,2022-05-21,22840000
12,2022-05-22,22840000
12,2022-05-23,22840000
12,2022-05-24,22840000
12,2022-05-25,22840000
12,2022-05-26,22840000
12,2022-05-27,22840000
12,2022-05-28,23300000
12,2022-05-29,23000000
12,2022-05-30,23000000
12,2022-05-31,23000000
12,2022-06-01,23000000
12,2022-06-02,23000000
12,2022-06-03,23000000
12,2022-06-04,23000000
12,2022-06-05,23000000
12,2022-06-06,23000000
12,2022-06-07,23000000
12,2022-06-08,23000000
12,2022-06-09,23000000
12,2022-06-10,23200000
12,2022-06-11,23000000
12,2022-06-12,23000000
12,2022-06-13,24000000
12,2022-06-14,24000000
12,2022-06-15,23000000
12,2022-06-16,23000000
12,2022-06-17,23000000
12,2022-06-18,23000000
12,2022-06-19,23000000
12,2022-06-20,22700000
12,2022-06-21,22700000
12,2022-06-22,22700000
12,2022-06-23,22700000
12,2022-06-24,22700000
12,2022-06-25,22700000
12,2022-06-26,22700000
12,2022-06-27,22700000
12,2022-06-28,24000000
12,2022-06-29,22500000
12,2022-06-30,22850000
12,2022-07-01,22900000
12,2022-07-02,22900000
12,2022-07-03,22900000
12,2022-07-04,22590000
12,2022-07-05,22510000
12,2022-07-06,22510000
12,2022-07-07,22510000
12,2022-07-08,22590000
12,2022-07-09,22590000
12,2022-07-10,22590000
12,2022-07-11,22590000
12,2022-07-12,22590000
12,2022-07-13,22620000
12,2022-07-14,22200000
12,2022-07-15,22200000
12,2022-07-16,22200000
12,2022-07-17,22200000
12,2022-07-18,21523000
12,2022-07-19,21523000
12,2022-07-20,21523000
12,2022-07-21,21523000
12,2022-07-22,21523000
12,2022-07-23,21523000
12,2022-07-24,21500000
12,2022-07-25,22500000
12,2022-07-26,22500000
12,2022-07-27,22500000
12,2022-07-28,22500000
12,2022-07-29,22500000
12,2022-07-30,22500000
12,2022-07-31,22500000
12,2022-08-01,22500000
12,2022-08-02,22410000
12,2022-08-03,22410000
12,2022-08-04,24000000
12,2022-08-05,24000000
12,2022-08-06,24000000
12,2022-08-07,24000000
12,2022-08-08,24000000
12,2022-08-09,24000000
12,2022-08-10,22490000
12,2022-08-11,22200000
12,2022-08-12,22200000
12,2022-08-13,22800000
12,2022-08-14,22800000
12,2022-08-15,22800000
12,2022-08-16,22800000
12,2022-08-17,22820000
12,2022-08-18,23000000
12,2022-08-19,23000000
12,2022-08-20,22100000
12,2022-08-21,22100000
12,2022-08-22,22100000
12,2022-08-23,22800000
12,2022-08-24,22940000
12,2022-08-25,22940000
12,2022-08-26,22950000
12,2022-08-27,22950000
12,2022-08-28,22950000
12,2022-08-29,23600000
12,2022-08-30,23600000
12,2022-08-31,23000000
12,2022-09-01,22850000
12,2022-09-02,22850000
12,2022-09-03,22850000
12,2022-09-04,22850000
12,2022-09-05,22850000
12,2022-09-06,23150000
12,2022-09-07,23150000
12,2022-09-08,23150000
12,2022-09-09,23200000
12,2022-09-10,23200000
12,2022-09-11,23200000
12,2022-09-12,23050000
12,2022-09-13,23400000
12,2022-09-14,23010000
12,2022-09-15,23010000
12,2022-09-16,23400000
12,2022-09-17,23400000
12,2022-09-18,23400000
12,2022-09-19,23400000
12,2022-09-20,24200000
12,2022-09-21,24200000
12,2022-09-22,24200000
12,2022-09-23,23400000
12,2022-09-24,23400000
12,2022-09-25,23400000
12,2022-09-26,23400000
12,2022-09-27,23400000
12,2022-09-28,23400000
12,2022-09-29,22790000
12,2022-09-30,22790000
12,2022-10-01,22790000
12,2022-10-02,22790000
12,2022-10-03,22790000
12,2022-10-04,22790000
12,2022-10-05,22790000
12,2022-10-06,23200000
12,2022-10-07,23200000
12,2022-10-08,23200000
12,2022-10-09,23200000
12,2022-10-10,23200000
12,2022-10-11,24500000
12,2022-10-12,22600000
12,2022-10-13,22600000
12,2022-10-14,22600000
12,2022-10-15,23000000
12,2022-10-16,23000000
12,2022-10-17,23000000
12,2022-10-18,23000000
12,2022-10-19,23000000
12,2022-10-20,23000000
12,2022-10-21,23000000
12,2022-10-22,23000000
12,2022-10-23,21000000
12,2022-10-24,21000000
12,2022-10-25,21000000
12,2022-10-26,21000000
12,2022-10-27,21000000
12,2022-10-28,21000000
12,2022-10-29,21000000
12,2022-10-30,21000000
12,2022-10-31,21000000
12,2022-11-01,20900000
12,2022-11-02,20900000
12,2022-11-03,20900000
12,2022-11-04,20900000
12,2022-11-05,20900000
12,2022-11-06,20900000
12,2022-11-07,22200000
12,2022-11-08,22200000
12,2022-11-09,22200000
12,2022-11-10,22200000
12,2022-11-11,23100000
12,2022-11-12,23100000
12,2022-11-13,23100000
12,2022-11-14,23100000
12,2022-11-15,23100000
12,2022-11-16,23100000
12,2022-11-17,23100000
12,2022-11-18,22550000
12,2022-11-19,22550000
12,2022-11-20,22550000
12,2022-11-21,22550000
12,2022-11-22,22550000
12,2022-11-23,22300000
12,2022-11-24,22000000
12,2022-11-25,22000000
12,2022-11-26,22000000
12,2022-11-27,22000000
12,2022-11-28,22000000
12,2022-11-29,22250000
12,2022-11-30,22250000
12,2022-12-01,22250000
12,2022-12-02,22250000
12,2022-12-03,22250000
12,2022-12-04,22250000
12,2022-12-05,21600000
12,2022-12-06,21600000
12,2022-12-07,21600000
12,2022-12-08,21600000
