product_id,price,year,month,day,area
1,"53,500",2008,12,15,84.705
1,"53,500",2008,12,15,84.705
1,"62,250",2008,12,16,84.751
1,"75,900",2008,12,16,117.585
1,"56,500",2008,12,17,84.705
1,"73,000",2008,12,17,117.585
1,"53,500",2008,12,17,84.705
1,"90,000",2008,12,17,136.325
1,"94,000",2008,12,18,136.325
1,"82,800",2008,12,18,117.585
1,"52,000",2008,12,19,84.705
1,"60,000",2008,12,19,84.705
1,"59,500",2008,12,19,84.705
1,"94,000",2008,12,20,136.325
1,"112,000",2008,12,20,158.705
1,"59,000",2008,12,20,84.705
1,"89,000",2008,12,21,117.585
1,"62,750",2008,12,26,84.705
1,"65,000",2008,12,27,84.751
1,"63,000",2008,12,30,84.705
1,"59,100",2009,1,5,84.705
1,"69,000",2009,1,6,84.751
1,"58,000",2009,1,6,84.705
1,"69,500",2009,1,7,84.751
1,"105,000",2009,1,7,136.325
1,"116,000",2009,1,7,158.705
1,"105,000",2009,1,7,136.325
1,"70,000",2009,1,8,84.751
1,"84,500",2009,1,8,117.585
1,"89,000",2009,1,8,117.585
1,"70,300",2009,1,9,84.751
1,"58,000",2009,1,9,84.705
1,"69,500",2009,1,9,84.705
1,"90,000",2009,1,9,117.585
1,"70,000",2009,1,9,84.751
1,"110,000",2009,1,10,136.325
1,"99,000",2009,1,10,136.325
1,"119,000",2009,1,10,158.705
1,"99,000",2009,1,10,136.325
1,"101,000",2009,1,13,158.705
1,"103,000",2009,1,13,136.325
1,"117,500",2009,1,13,158.705
1,"61,100",2009,1,14,84.705
1,"71,500",2009,1,15,84.751
1,"59,100",2009,1,15,84.705
1,"98,000",2009,1,15,136.325
1,"71,750",2009,1,15,84.751
1,"71,400",2009,1,17,84.751
1,"105,000",2009,1,19,136.325
1,"98,500",2009,1,19,117.585
1,"67,500",2009,1,20,84.705
1,"63,000",2009,1,20,84.705
1,"58,000",2009,1,20,84.751
1,"69,300",2009,1,21,84.705
1,"124,000",2009,1,23,158.705
1,"67,800",2009,1,28,84.705
1,"83,000",2009,1,29,117.585
1,"98,000",2009,1,29,136.325
1,"105,500",2009,1,30,136.325
1,"70,000",2009,1,31,84.705
1,"75,000",2009,2,3,84.751
1,"97,400",2009,2,7,136.325
