comment,music_id
옛날에 이 노래 들으면서 테런했던 기억이 떠오른다ㅠㅠㅠㅠ,24
추억,24
이승기좋다,24
좋네요 언제 듣던...,24
6살인가 7살일때 이거 봤었는데 그때 당시에 진짜 신박했었는데ㅋㅋ 내가 아는 구미호는 간 빼먹는 구미호였는데 이때 당시 구미호 역이었던 신민아는 소고기를 좋아했었으니까,24
아~~~~죠타!! 너무너무너무멋있다!! 내여자친구는 구미호또보고싶어!!;;;가장존잘드라마다!!!!,24
그때 들을땐 몰랐는데 지금 들어보니 기계음이 들리네요. 그래도 노래는 좋은것..,24
와 이때 엄마는 브레드킹 김핑퐁 보고 난 구미호 봤는데...진짜 추억이다,24
여운이 너무남는다.. ㅜㅜ,24
와 진짜 개올만 이다눈물 ㅜ.ㅜ,24
아니 아빠는 분명 김탁구 봤으면서 이노래 아는건 뭔데ㅋㅋㅋ 맨날 정신이 나갔었나봐~ ㅋㅋ노래 부르시는데 개 커엽,24
이승기 너무 좋다!!!!!!!! =P,24
크 오랜만에 듣네 이승기 노래,24
1학년때 내여자친구는구미호 완전 좋아했는데 벌써 5년이 지나서 6학년이 됬다..그때 보던게 생생한데..,24
이승기완전잘생겼었어,24
ㅠㅜㅜㅜㅜㅠ학교에서 갑자기 생각나서 내적으로 존나 쪼갬.. ㅠㅜㅜㄱㅇㄱㅠㅠ,24
11살때 이노래 좋아했는데 이제스물셋.. 언제적이지..ㅋㅋㅋㅋㅋ추억이다진짜,24
야 이노래 뭐지? 하다가 들어봤는데 추억생각이 확 난다 와ㅠ 벌써7년이 지났어ㅠ,24
벌써5년이나지났넿.. 이때내여자친구는구미호엄청좋아했는뎅 ㅜㅜㅜ,24
어렸을 때 봤던ㄴ 두라마! 이노래 좋아했었능데 제목은 모르고 정신이 나갔었나봐 밖에 몰랐었는데 이게 제목이었네,24
정신나갈때마다듣는음악,24
남자지만갓승기형 아님?크~~~,24
와… 알고리즘에 승기님이 왜 저렇게 낼 보고있지 하면서 들어왔는데 세상 이 노래 듣고 나 유치원때 구미호 드라마? 그 내 여차친구는 구미호 보면서 인생 처음으로 공포라면서 재밌게 본 기억이 확 떠오른다… 너무 신기하다..(현 고2),24
드라마는 결말로 갈수록 어두웠던 기억나는 ㅋ,24
Best. !!!,24
와 진짜 옛날에는 기계음 하나도 안들렸는데 지금은 들리네,24
추억,24
와 옛날에 마지막화 울면서 봤는뎈ㅋ,24
정신이나간 내 친구가 그리워지는 저녁입니다오늘 그친구의 생일인데 그곳에서는 행복하기를….,24
이승기 너무 사랑해요,24
이 드라마 우리집 앞에서 찍었었는데 ㅋ.. 벌써 9년됐네,24
탈덕 후 다시 돌아왔을 때 듣는 노래 같다고…,24
와우!,24
"하.................얼굴,몸매,노래,공부,연기,성격,모하나 빠짐없는 승기뽜~ㅋㅋㅋㅋ",24
이드라마 ㅜ 승기 울때 나도 울었다 ㅜㅜ,24
내 인생드라마임ㅋㅋㄱㄱ 유일하게 완결본 드라마,24
와 벌써 7년이나 지낫네....,24
개오랜만이다 개띵곡 ㅋㅋㅋㅋㅋㅋㅋ하 추억이네 근데 이거 들을 때 마다 re:wind랑 전주 비슷한거 같음,24
좋다,24
이승기 멋있어요,24
유딩때 승기형 1박2일에서 첨보고 와 ㅈㄴ 잘생겼네 하다가 머리 군대식으로 깎은거 보고 충격먹었었는데ㅋㅋㅋㅋ,24
개웃긴 건 10년이 지난 지금도 학교에서 이거 가끔 부름누가 “와...나 정신 나갔나봐”이러면 얘들이 “정신이 나갔었나보ㅏ~”ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ̆̈ㅋ̄̈ㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ̆̈ㅋ̄̈ㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈-현 고2,24
FOUND IT!!!,24
고맙다 킹고리즘 오랜만에 듣네,24
이승ㄱㅣ멋잇다ㅠㅠ,24
와 고3때 봤던 드라마네 ㅋㅋㅋㅋㅋㅋ 고2인가 고3인가 기억은 안나는데 신민아 핵이뻤는데,24
5년전이라니.. 내여친구미호 짱잼,24
이 노래로 받은 돈이 0원이라니...,24
사.랑.해.요.!.이.승.기.!!!!정신이나갔었나봐 그대 내가 어떻게 널 떠나가!,24
이자는 상계고의 보배인 데스웅,24
와 이게 10년전이야?벌써 그렇게지났나 ㅋㅋㅋㅋㅋ,24
이거 예전에 엄마가 아빠한테서 전화왔을때 벨소리였는데ㅋㅋㅋㅋ엄마한테 왜 벨소리 이걸로 했냐고 물어봤더니 내가 니 아빠랑 결혼한게 정신이 나갔었나보다 이러심ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,24
이승기 오빠 넘 좋아용~짱,24
이드라마 엄청좋아햇는데  이승기가 부른건  첨알앗네요 ㅋㅋㅋ,24
내 기억속에서 2010년  테마곡;;,24
2021 신민아는 아직도 이쁘다..,24
사랑과 허무는 제게 버려그녀 앞엔 아룸다움만이 있게 하소서,24
4학년때 핵꿀 드라마 요때 이승기 승승장구 ㅇㅈ,24
프랑스에는 캉요미가 있다면 우리 대한민국에는 승요미가 있다~!진짜 저때 신민아씨가 껴안고 있던 엄청큰 닭고기 인형 너무 갖고 싶었음 ㅠㅠ,24
이노래가 8년됫네,24
이거 나 6살때 인생 첫 드라마였는데,24
2021년 이승기한테 입덕했다..,24
와 이게 10년이?????,24
고2인데 이거 듣고 정신이 나가서 시험공부를 안 해여~~~ㅋ⫬ㅋ⫬,24
노래들으니 불과 어제 같았는데 벌써 2010년대가 끝나가네....이틀.남았나?ㅠㅠ,24
"김탁구랑 구미호가 동시방영 할 때, 김탁구는 줄거리나 제빵 주제로 저랑 안맞아서 구미호 봤는데 꿀잼이었음 코믹코드도 좋고그 때 당시 신민아 잘 몰랐었는데, 게속 보니 얼굴이며 몸매며, 애교까지 ㅋㅋ",24
아 좋다,24
마음이 오ㅡ  외로울때에에는  필요한  친구가아  있어요,24
Favs ,24
남자도 승기형은 좋아한다~ !!,24
이거 들으면서 레프트 4 데드 2 하던 시절이 기억나네..,24
잘듣고갑니다,24
완벽한남자다,24
1박2일 다시 잘 보고 있어요,24
진짜 오랜만이네 내여자친구구미호 하면 여우비였는데,24
와 씨 ㅋㅋㅋㅋ 이걸로 폴더폰으로 리듬게임한게 엊그제 같은데 ㅋㅋㅋㅋ나만 폴더폰으로 저노래 리듬게임했냐 ㅠㅠ 나랑 같은세대 찾을래용 ㅜㅜㅜ,24
아이돌이란게 뭔지 잘 몰라서 이승기가 아이돌인줄 알던 시절에 듣던 노래...,24
드라마보면서 들을 때에는 기계음 처음하고 중간에 몇 번밖에 안 들렸는데 지금 들으니..,24
좋아ㅎㅎ,24
노래는 좋고 시간은 흘러가고....하하하...,24
오바야 몇년 전이야.....신검 받으러 가야되는데 눈물 나오네,24
"Awhh my girlfriend is a Gumiho heheh :"""")",24
TV가 짱이었던 시절,24
옛날이 그립군.,24
이거 폴더폰 벨소리 1등이었다....,24
"와,,,,이 노래 나올때 7,8살이였던거같던데 지금은  고2가 왠말이래.....ㅠ",24
승기형 빨리 와줘요 ㅠ 보고싶어 ㅠㅠ,24
갓승기.     전성기.  어마어망했지,24
오 그냥 생각나서 와봤는데 오늘딱10주년이네ㅋㅋ,24
약간 앙스타 재질이여서 너무 웃김ㅋㅋㅋㅋ,24
제목보고들어왔는데 들어보니까처음부터생각나네 기억남..,24
역시 용형스타일이네 도입부에서 다 티남 기계음인게 용형특유의 기계음,24
구미호 ,24
기계음 떡칠된 노래중에 기억에 많이 남는게 이곡두번째는 손담비 퀸,24
11살때 봤었는데 벌써 5년이 흘럿네..,24
00~11년 갬성이 묻어있다.그때가 그리워진다 1살에서부터 7살때까지의 갬그때이후그리워지는건 6개월전인 그녀에게 정신이 나가며 연락한것...이제 갱이아니라 우리같이 갬,24
이것도 어느새 10년이야,24
와ㅠㅠ개 추억이다 미치겠다ㅠㅠㅠ내 여자친구는 구미호 진짜 재밌게 봤는데ㅋㅋㅋㅋ기억나는거라고는 맨 마지막에 구미호(여주)랑 키쮸 한거...헤헤헤헤헿,24
이거 초등학교 1학년 때 여우누이뎐이랑 많이 봤는데 쿅쿜ㅋㅅㅋㅅㅋㅅㄱㅅㅋㅅㅋㅅㅋ,24
날 떠났던을 때도 나를 넘 사랑해서 그랬다는것을 당신이 힘들때라서 당신이 나한테 막말을 해서 헤여지려고 햏다고 들었어 다아 당신이 그랬나 오해가 조금 풀렸어여 ㅎ^^♡♡♡,24
언에듀가 리믹스했으면좋겠네ㅋㅋ,24
초등학교 2학년때 들었는데..  벌써 고3이라니..  수능 128일 남음 ~~,24
"초딩 저학년쯤에 내 여자친구는 구미호 개존잼이어서정주행했었지 ㅜㅜ 이제 다시보기에도 안나와,,나만고래?̊̈?̊̈",24
소고기 사이다 맛있는데ㅋㅋㅋㅋ구미호 재밌게봤어요!!,24
전 유치원 때 처음 노래랑 드라마 봄,24
나 옛날에 엄마 폰 뺏어서 맨날 이 노래 들었는데 ㅋㅋ (3살때),24
2021년에도 계속 듣게 되는 노래 ㅋㅋㅋ,24
탁구왕김제빵  안보고   여자친구는구미호봤다  후회는없다,24
좋아요~~~~,24
승기형 힘내,24
멋져멋져리,24
2021년에도 정신이 나갔었나봐~승기친구야 제발 정신 차려줘~,24
모두가 김탁구를 볼 때 이승기 때문에 구미호 봤는데... 존잼이었음ㅜㅜ,24
와 이게 10년 전... 이때 'kbs' 에서 동시간때 제빵왕 김탁구 중 뭐 볼까 고민 했는데,24
이승기너무조앙.,24
오토튠 미쳣다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 개웃겨,24
ㅁㅊ...이걸 이승기 불렀었구나...이땐몰랐지 이승기 가 노래 예능 연기 인성 다되는 만능 연예인인줄.... 추억돋는다...엄마랑언니는 이ㅓ거맨날챙겨서본방사수 하고 나는 어려서 티비에딱히관심이라곤 짱구 도라에몽 꿈파 막그런거 만 재미있어해서 잘안봤는데....ㅠㅠㅠ그때로 돌아가고싶ㅇ다....ㅠㅠㅠㅠ진짜너무너무이때류 돌아가고싶엎ㅇ...ㅠㅠㅠㅠㅠㅠㅠㅠ 게다가 이때이드라마 막 무서워서 공포드라마 인줄알라떸ㅋㅋㅋ...ㅠㅠㅠㅠ,24
9살때봣대ㅋㅋㅋㅋㅋ 난이거 14살때나왓는데 9년전이면 중학생때나왓는데,24
부승관: 이승기 선배님 정신이나갔었나봐 이후로 오토튠 이렇게 심한 노래 처음이야,24
미션 숙제 교회관계자들이 읽었을때에  아래 댓글을 참고하여 움직여 주면 좋겠다 사실 나는 좋은 생각이 떠올라도 내 몸이 아프고 돌봐야할 장애아이가 둘인데다 고3아들 또 단제 그룹을 이루어 움직일수 없기에 기도하고 또 이렇게 댓글로 생각 나눔으로 누군가가 움직여 주길 바래본다,24
아진자저때로돌아가고싶다 저때로 10년전으로 진자그때나 도친구많앗고,24
가끔 소대수캐스터가 틀어주는데 ㅋㅋ,24
저는 5조 원을 들여 12번에 실패를 겪고 13번째 성공적인 연구결과로 만들어진 최첨단 A.I 스튜던트 승기 No.1 이에요,24
이때:정신이 나갔었나봐현재:정신 나갈것같애,24
내가 처음으로 본 수인물,24
알투비투 게임 최애곡..,24
첨 들었을땐 이승긴줄 몰랐는뎅,24
이승기가 가수였다는걸 잊었다......,24
와 10년 지남,24
이승기 이때 ㅈㄴ 잘생겼음 진심우로 이노래 나오면 이승기랑 신민아랑 막 뛰어 다니는 장면 나왔는데  내여자친구는 구미호 강당에서 신민아 그장면 예전에는 진짠줄알고 무서워서 밤에 잠못잠 19 1 4,24
오토튠 원탑 가수 이승기,24
승기가 진짜 정신이 나갔구나.,24
조타~,24
옛날엔 이승기 별로 안좋아했는데 지금은 참 좋네요. 남자보는 눈이 생긴건지. 남자답고 책임감 있는모습이 멋지네요 ㅎㅎㅎ,24
당시엔 몰랐는데 역시 노래 좋아당시엔 몰랐는데 기계음 존나 보컬로이드도 아니고,24
옛날에는인기짱이승기,24
자기들이 이루고 싶은 소원이 있다면 방법이 있다 이렇게 하라첫째 자기 생일날에 예수님께 자기소원1가지 빌기둘째 성경책1권 다쓰면 1가지 소원이 반드시 이루어진다셋째 자기가 죽을때까지 교회다니면서 십일조를 많이하면 천국에 간다.,24
이승기 진심 훈남완벽한 v라인에다가 잘생기고 착하게 생김(원래 착하겠지만) ,24
Can we just goo backkkk ,24
신민아가 흰원피스 입고 웅아~~ 하면서 달려올 것 같다,24
배가본드 땜에 왔어요~2010년에 9살 이였는데 기억나네요~,24
점심이 맛 없었나봐~,24
살면서 ㅂiㅂi화보 모델 나유에만큼 좋은 사진 있는 곳 못봤다 ...유튜브 영상도 지리더라,24
I like the part at 2.00,24
사랑해요 승기오빠,24
스브스 뉴스 보고 삘 받아서 찾아온사람 손,24
근데 지금보면 이승기 구가의 서도 그렇고 내여자친구도 그렇고 전부 구미호랑 관련돼있네,24
승기오빠최고야️️,24
9살때 맨날 봤는데 구미호 진짜 있다고 하고 구미호 따라한거 생각나네,24
추억,24
하..벌써 고딩이네..ㅠㅠ,24
난 지금도 승기오빠 노래 듣는다....이유는 일하고 있는중이라서 그런다 띄1바난 정신이나가고 있어!!!으헤훸ㅋㅋ힉!!,24
내가 왤케 갑자기 2021년 흘린 그리고 2월도 금방이네..... 시간 왤케 빨른거야?,24
이거들으니까 내여자친구는 구미호가 계속 생각나는건 나뿐인가?,24
오빠빨리진짜사나이되서돌아오세융^^6년전드라마`내여자친구는구미호“유튜브로완편다봤당승이오빵사랑행^^,24
5년 지났네  이승기 짱,24
still a fan,24
2021년도 듣고 있다 손,24
"고2때 밤 11시에 야자끝나면 집에와서 바로 초고화질 위디스크에서 다운받아서 봤는데... 화,목 드라마였었나? 그때 김탁구 안보고 신민아 봄..",24
정말이상한게 내여구랑 제빵왕 동시간대 드라마라는데 나는 다시 본적도 없는데 둘다 끝까지 본 기억이있는게...ㅋㅋㅋ,24
,24
벌써 11년전….,24
진짜 정신나갔네 ㄷㄷ,24
2010년 초5 처음 휴대폰 살때 첫 벨소리...,24
9살 여름때했는데 내폴더폰 벨소리도 200 원인가주구 사서 맨날 틀어놨었는데,24
용감한형제가 만든노래,24
I'm out of my mind ,24
이거 우리반쌤이 알려주심ㅋㅋㅋ,24
이 노래가 나왔을때가 8살이었는데 벌써 대학걱정하고 있네 시간진짜 빠르다 아 제바 ㄹ대학이라도 갔으면 좋겠다,24
혼자실실대고웃었나봐!,24
ah memories,24
クミホもう1回見たいなぁ,24
이런날들이 있었지...20대영혼이여..,24
"내여친은구미호,옥탑방왕세자,꽃보다남자 참재밌게 봤었는데~~",24
하 이노래 예전에 차에서 즐겨들었던 노래인데 세월 존나 빠르다..그래서 뭔가 씁쓸하다,24
오랜만에든는다.^^,24
이고 진짜 넘 좋아했는데ㅠㅠㅠ이승기도 좋아했고 내여구도 넘 잘봤고 재밌어서 좋아했고 커플링도 넘 잘어울려서 실제로도 잘됐음 좋겠다 했을정도ㅠㅠㅠㅠ 막 알투비트할 때도 만날 요거 틀어놓고 했는데.. 아 나 별로 못했는데 어느새 섭종한 거 진짜 서럽네ㅠㅜ 이 노래 진짜 좋아해서 많이 부르고 그랬는데 진짜 추억.. 내여구가 벌써 10년전ㅜㅠㅠ근데 왜 난 초딩때 봐놓고 유치원때 본 걸로 착각을 했던거짘ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ그러고보니 초딩때 봤는뎈ㅋㅌㅋㅋㅋㅋㅋ흑,24
이승기김민영보고싶어요,24
"솔직히 다들 이때 이승기 덕질했잖아요,,",24
화유기하고 집사부하고있는 잘생긴승기형 만나고십다ㅠㅠ,24
"내 여자친구는 구미호 그때 김탁구랑 같이   방영 안했으면 김탁구 처럼 50%는 아니더라도 3,40은 가능했을텐데...아깝다",24
어서많이들어본거같더라..,24
ㅅㅂ 태권도장에서 이노래 들으면서 뛰었는데 ㅋㅋㅋ,24
와 이거 11년 전에 올라왔네?,24
개높음 특정음이 높은게 아니라 계속 높음,24
터키분은 이 노래를 듣고있엉 ~ 느무 좋아했엉,24
이승기 잘생겼어요,24
최애야 날 용서해줘 정신이 나갔었나보ㅓ,24
아  옛날이여,24
"정신이 나가서 찾아왔어요,,,",24
지금도듣고있다,24
이거볼때 사이다준비했는뎅...,24
이 노래 들으니깐 옛날 1박2일 생각나시는분?ㅠㅠ,24
빠순이들이 탈덕한다고 햇을때 애들 셀카 올라오면 다들 이거부름,24
MonstaX Ray S.3 brought me back here. Ah how i miss the old days!,24
2019에 듣는 사람??,24
좋아,24
나 초딩 때!!!! 저 정신이 나갔었나봐로 상받음 심지어 최우수ㅋㅋㅋㅋㅋㅋ화재예방 포스터에서 가스레인지 안 끈거 그리고 아래에 정신이 나갔었나봐 썼단 말임ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,24
2021..... 잇으면 ㄹㅈㄷ,24
2010년 한참 부르던 경원song,24
이때 내여자친구는구미호랑 제빵왕김탁구 둘다 보고싶어서 5분보고 채널돌리고 5분보고 채널돌리고 이랬지....,24
1박2일 시즌1 레이스 무섭당 vs 바보당은지원이 이승기가 전화할 때 하는 벨소리,24
아 신난다,24
이노래가 이노래였구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,24
내 정신 나갔었 이노래 들을때 :),24
옛날생각난다. 이승기가 여우(이름기억안남) 고백할려고했는데 못했던 장면 생각나네요.,24
2019,24
겁나 웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,24
알투비트 생각나는분 없남,24
내 싸이월드 배경음악···,24
이승기 1박2일 -> 이동욱 SNL KOREA,24
승기형 왜그랬어.. 그래도 아직 승기형 좋아하지만 좀 안타깝네.. 이왕 결혼한거 잘 살아 형..ㅜㅜ,24
Nice,24
용버지 노래 찾아 듣는중..,24
왜 이노래 들으면 저때 유행했던 폴더폰이 생각나지 그 동그라미 가운데에 그려져있는거,24
새해첫곡,24
2020있나요???,24
7살땨 보던가 와 ㅋㅋㅋㅋ 레전드 언제적이냐,24
아 초딩때 내 퍼피레드 배경노래 슈발,24
2019  9월 출첵찍습니다이거듣고 정신나간사람?,24
옛날에 어릴때 내여친 구미호의 구미호가 예뻐서 나혼자 짝사랑(?)한적도 잇음 ㅋㅋㅋㅋ,24
대웅아---!,24
지금 들으니까 ㄹㅇ옴닉이 부르네ㅋㅋㅋㅋ,24
지금 이승기 꼬라지 ㅋㅋㅋ가수는 노래 제목 따라간다더니 ㅋㅋㅋ,24
Is this autotunes?!?!?! I can't believe seung gi did that D;...... Tell me it isnt!!!,24
정신이 나가도 주님께 대하여라면 정신나간 보람 있습니다 허나 진짜 정신나간자는 자신이 정신 나간줄 모르죠,24
은지원 술김에도 이노래랑 같은 과,24
춥팝춥스  두개에서  한개는  너에게로  또 한개는너의 마음에게로내에   귀이한 친구에  바아라아암이  부울면은...,24
정신이 나가서...... 정신이 영영  안 돌아오면 좋은데........ㅋㅋ 니땜에 내 정신이 미칠지경...니땜에 나 확  늙었어....술.불면증.신경.너너너...,24
2020손,24
승기가 잘 되면 나는 행복합니다,24
응답하라2010,24
내여구 11년이됬네,24
크...,24
와 ㅋ용형?? ㅋㅋㅋㅋㅋ,24
안녕하세요 이승기오빠 좋아합니다승기오빠 음악들려드리겠습니다 코로나조심하고 백신맞고 괜찮아질것같습니다사랑합니다,24
슬퍼..,24
오늘부터 2019/3/9,24
이승기 남자팬 개많잖어,24
2019년에 보신분,24
그리고 약간 과거 유키스 노레에다가 이승기가 부르는 느낌,24
정신이 나갔었나 봐 그땐~,24
그럼 지금은 중3이지,24
대중가요 좋아하고 즐겨듣는 편인데  노래가 좋으면 좋아요표시를 하면 삭제 된다는 건  도무지 이해가 안됨ㅋ,24
딱내스타일,24
구미호여우누이던 vs 내여친구미호,24
이승기오빠,24
2019!,24
고3때 였다.,24
2010s,24
Wait theres no rap part here so too rapline made their owned raps,24
2021 있을까요,24
정신나간사람이한두명이아니지!~~,24
오토튠 노래,24
이승기 오빠 사랑해요 만나고싶어요 너무 좋아해요,24
추천 동영상에 이거 뻘하게 영어제목으로 댓 외국인들만 있는 영상 보다가 여기로 왔습니다... 외국인들한테도 유명한가 보네요,24
이때 미호는 여신이었지! 천녀유혼 왕조현 저리 가라!,24
와 이노래 ㅋㅋㅋ 하 예전에 나,24
지금 구미호 정주행 하는중,24
2020/09 아직도 듣고 있는 사람?,24
Hi bai nay hay ne. Trong fim Ban Gai Toi La Ho Li Tinh hi,24
서인국 애기야 격파하고 그 영상 댓글보고 왔는데 노래 생각보다 좋은데요????? 다들 애기야 보러가세요!!!,24
추억 폭행하지마라고;,24
점심이 맛없었나봐~ 그때에에엔,24
10년지냐다,24
점심이 맛없었~나봐~그땐,24
앨범 커버 왤케 무서웤ㄱㄱㄱㅋㄱㄲ,24
진짜 총알티비 여캠들 수위 개쩐닼ㅋㅋㅋㅋ,24
갑자기 생각남...,24
이제 다시 신서유기에 안나오나요?,24
정신줄 나갓나봨ㅋ 0:15,24
기계음이 아쉽다,24
어제 사회젖거리두기 동참 후 눈을 떠보니 잔고가 반이  줄었다,24
사귄게 정신이 나갔엇나봐,24
메카닉 이승기 시절,24
내여자친구는구미호재미있게봤다.,24
リアタイでみてたわ,24
방향은.  2009이다,24
@yufftuff he probably did it to try to make it sound more poppy,24
대박,24
정신이 나갔었나봐~~,24
"i really want to find the ""sexy guy music""!!!please give me a head's up if anyone knows!",24
중2병때 정신이 나갓엇나봐~,24
아침맛이없었나봐~,24
2022년 봄 이후 나만 오는거 아니겠지?,24
벌써시간이 이렇게됬네ㅋㅋ 언제꺼지?,24
승기야~~,24
대웅아 나 고기 먹고싶어 하던 신민아...못잊는다,24
??? : 그만 정신을 잃어버려가지고,24
2018년도에 이거 들은사람,24
기계음 있는거 맞는데 이승기 노래못한다고 생각하는 사람도 있나,24
와 나 이노래 제목이 기억이 안나서 스발 사랑했었나봐 그때 이지랄 하면서 윤도현 노래 사랑했나봐~/> 이노래 듣다가 갑자기 음 잃어버려서 스발 이승기 했나봐 그때 쳐서 찾았다 후.. 그래서 2020 누구?,24
크,24
내 갤럭시s 벨소리 였다..ㅋㅋ,24
대웅앙!대웅앙!^^,24
아니 ㅋㅋㅋㅋㅋ 지금 들어보니까 광희가 리버브랑 오토튠 넣어달라는 목소리 같어,24
사랑해,24
Love you sing much,24
이승기 개인 유튜브입니다.https://youtube.com/channel/UCTW3AUKPwj1tiIwaAi_DJPw휴먼테이블이라는 음식과 이승기 라이브가 있는 영상과 테이블콘서트라는 이승기 노래하는 영상이 있습니다. 채널명은 이승기 휴먼메이드로 검색하세요,24
내여귀,24
"it was her opinion, you didnt have to go that serious against her opinion. ",24
나 열살인데 10년전;;,24
이승기 곡중 안조은것 꼽는게 더쉽다.,24
2022년에 듣고계시는분 손,24
오빠♡♡♡♡♡♡♡♡,24
정신이 나갔었나봐,24
신민아,24
이노래 구미호 ost였음? 이제알음,24
본방은 김탁구 재방은 내여구,24
재미어,24
나23살인데 담배핀지7년됫다 전자담배사서 끊어야지 담배중3때부터폇다 2012년부터,24
2019년도 손!!,24
정신병원 같이 갈래? 나 이럴때마다 힘들고 힘들어. 왜 그러는거야? 재밌어? 계속 이럴꺼면 ... 약을먹어,24
아이게 여기브금이었어?!? ㅋㅋㅋ,24
날 당신이 안아주어야지 쪽쪽 사랑해 구요워 ㅎ웃어줄깨 ㅎ ㅎ ㅎ,24
2020년 듣고있는사람,24
신민아 싸인받았는뎀...ㅠ 너무 예뻐 ㅋㅋ,24
정신없을만끔바빠 업무집중전세계로,24
기계음때문에 빅뱅노래인거같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,24
저 사진 뭔가 이승기 아닌 거 같다ㅋㅋㅋㅋㅋ,24
,24
이승기만 보면 비어치킨 생각남,24
2010년여름은 KBS 김탁구. SBS 구미호,24
정싱이나갓ㄹ럿그땐 러트캐널떠나가 미래.  용서해줘gfjiopa싶러 gsbdbwgsg하나. 그땐용서못햇어 정신이나갓엇나봐 그땐네가널미안해정말너무해 제발 날밋어줘~ cgdjsh~ ythd~,24
SEXY >.<,24
난  성민님이  계속 불러서  찾아봤는데,24
그 땐 기계음 떡칠했다는 생각보단 노래 좋다고만 느꼈었는데 지금 들어보니까 기계음 너무 심하네 진짜ㅋㅋㅋㅋㅋㅋㅋ 이승기 노래도 잘 하는 가수도 노래도 좋은 곡인데 기계음으로 망쳐놓은게 아쉽다,24
이승기,24
회사가기싫었나봐~~,24
이거장면중에 신민아 목욕첨해보는거라 거품먹을라해서 이승기가 놉 그거먹는거아냐 이렇게닦아야지 이런거 생각난다,24
엑소엘들 지금 이거 듣고있는거 다알아,24
병원가보자. 내가 도와줄께요.,24
,24
기말고사하루전새벽1시.,24
Vim pelo TOO,24
아 이 드라마 하면 그거만 생각난다. 구미호가 소고기만 쳐 먹어대는거.,24
정신이 나갔었나바정신이 나갔대,24
@xSinnerNeox Sorry bout that! :DII mean the devastating handsome veterinarian. Found his theme song. SO DAMN sexy! XDThank anyways! :D,24
정신이나갔어나봐내여자친구는구미호노래좋아요미호는치킨콜라를좋아해요싫어하는것은물이에요대응은철없는대학생이지만미호를사랑해요대응의꿈은액션배우에요,24
웅아... 소고기 사줘,24
나  15살때........,24
드라마재밌고감동이었어요미호를지켜줘요할아버지는미호를좋아합니다여자친구라는것을알아요,24
정신 나갈거 같애~,24
왜 광희가 떠오르지??????안녕이라고 말하지마~,24
유퀴즈 보고 왔습니다.,24
2021년 생존자 응답 바랍니다.,24
하츠네 승기,24
웅아 나 소고기사죠!!!!!!,24
2021년 ,24
수능치고 이노래들으니까 ㅈ같네요,24
재미 다,24
그 놈의 소고기 ㅠ,24
점심맛없엇나봐,24
광희 안녕이라고 말하지마가 이노래랑 비슷하다고 해서 왔습니다,24
대체 호준이 어디써  k.s,24
빵디 흔들면서 들었다,24
왘ㅋㅋㅋㅋ 여캠들 이렇게 쉽게 벗었나 레알 지리네 ;;,24
Too brought me here ,24
2월23일수요일 내부랄친구 민혁이가 정신나가게 여친이랑 헤어진날 ㅋ,24
심판도,24
ㅋㅋㅋㅋㅋ,24
ㅋㅋㅋㅋㅋ,24
초깨비 오고 왔당~ @~@,24
박성훈땜에 찾아왔어요,24
ㅋㅋㅋ 이렇게 보니깐 늙은 사람 같다,24
늦지 않았다면?  ㅎㅎ,24
이승기 사진이  머리에 뭐가 들은거니? 정신차리자 하는 것 같아요,24
초깨비 보고온 1인,24
2021년 있음???,24
나는 여태까지 인스타 사진도보고 했지만 ㅂiㅂi화보 모델 나유에 만큼 좋은건 못봤다 ㅇㅈ ?,24
link expired sir,24
메이플접은지 10년됫네 2009년도까지하다가접엇는데 요세 배틀그라운드 배그ㅈㄴ함 모바일배그 개꿀잼 플스판으로한번 배그해볼까,24
자 출첵 드가자~,24
옛날한국이 그립다 지금은 먼가 더 문화적으로 미개해진거같아,24
서울경찰대 이철호 거짓정보 사기죄거짓죄 명예훼손 혐의로 징역 또는 선고를 받았다 처벌 강화 등 많은 사람들이 피해를 보고 있습니다 체포영장을 발부했다,24
뚜비뚜비뚜랍쁘와,24
입대곡 ㅅㅂ,24
와~~^^  나 이거 초등학교 4학년때부터 이거 진짜 많이 봤는데 이게 벌써 2년 전 노래 라니?!!!! 나이도 벌써 금새 먹어 가고 이제는 6학년 나진짜 늙은거 같지?.... (진심으로야....ㅠ),24
승기로이드,24
승기도거짓말.,24
웅아 ~~~~~,24
오빠,24
ㅂiㅂi화보 모델 나유에가 유튜브 검색 하기도 잘했구 이렇게 좋은곳인지 몰랐다 ..수위 좋네;;,24
2020,24
